Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,PercentSalaryHike,PerformanceRating,WorkLifeBalance,YearsAtCompany
31,Yes,Non-Travel,Research & Development,9,College,Medical,991,High,Male,Medium,Entry,Research Scientist,Low,2321,10322,22,Excellent,Better,3
33,No,Non-Travel,Sales,17,Bachelor,Life Sciences,992,Very High,Male,High,Senior,Manager,High,17444,20489,11,Normal,Better,10
29,Yes,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,994,Very High,Female,Medium,Entry,Research Scientist,Low,2404,11479,20,Excellent,Better,0
33,No,Travel_Rarely,Research & Development,13,Below College,Life Sciences,995,Medium,Female,High,Entry,Research Scientist,Very High,3452,17241,18,Normal,Better,3
45,No,Travel_Rarely,Research & Development,1,Master,Medical,996,Very High,Female,High,Entry,Laboratory Technician,Very High,2270,11005,14,Normal,Better,5
50,No,Travel_Rarely,Research & Development,1,College,Medical,997,Very High,Male,High,Senior,Research Director,Very High,17399,6615,22,Excellent,Good,5
33,No,Travel_Frequently,Research & Development,1,Master,Other,998,High,Female,Very High,Junior,Healthcare Representative,Medium,5488,20161,13,Normal,Better,6
41,No,Travel_Frequently,Research & Development,9,Bachelor,Medical,999,Low,Male,High,Executive,Research Director,High,19419,3735,17,Normal,Best,18
27,No,Travel_Rarely,Research & Development,16,Master,Technical Degree,1001,High,Female,High,Entry,Laboratory Technician,Medium,2811,12086,14,Normal,Better,2
45,No,Non-Travel,Research & Development,23,College,Life Sciences,1002,Very High,Male,High,Junior,Laboratory Technician,Low,3633,14039,15,Normal,Better,9
47,No,Travel_Rarely,Sales,4,College,Life Sciences,1003,Very High,Female,High,Junior,Sales Executive,Very High,4163,8571,17,Normal,Better,9
30,Yes,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,1004,Low,Female,High,Entry,Research Scientist,High,2132,11539,11,Normal,Better,5
50,No,Travel_Rarely,Research & Development,24,Bachelor,Life Sciences,1005,Very High,Male,High,Senior,Manufacturing Director,High,13973,4161,18,Normal,Better,12
38,No,Travel_Frequently,Research & Development,10,Below College,Medical,1006,High,Male,High,Entry,Research Scientist,High,2684,12127,17,Normal,Good,2
46,No,Travel_Rarely,Research & Development,7,College,Medical,1007,Very High,Male,High,Mid,Manufacturing Director,High,10845,24208,13,Normal,Better,8
24,No,Travel_Rarely,Research & Development,17,Below College,Medical,1009,Very High,Female,Medium,Junior,Manufacturing Director,High,4377,24117,15,Normal,Better,4
35,Yes,Travel_Rarely,Research & Development,14,Master,Other,1010,High,Male,Medium,Entry,Laboratory Technician,Medium,3743,10074,24,Excellent,Bad,4
31,No,Travel_Frequently,Research & Development,1,Below College,Life Sciences,1011,High,Female,High,Junior,Manufacturing Director,Low,4148,11275,12,Normal,Better,4
18,No,Non-Travel,Research & Development,5,College,Life Sciences,1012,Medium,Male,High,Entry,Research Scientist,Very High,1051,13493,15,Normal,Better,0
54,No,Travel_Rarely,Research & Development,17,Bachelor,Technical Degree,1013,High,Female,High,Mid,Manufacturing Director,High,10739,13943,11,Normal,Better,10
35,No,Travel_Rarely,Research & Development,25,Master,Medical,1014,High,Female,High,Mid,Healthcare Representative,High,10388,6975,11,Normal,Good,16
30,No,Travel_Rarely,Research & Development,8,College,Life Sciences,1015,Medium,Female,Very High,Mid,Research Director,Low,11416,17802,12,Normal,Good,8
20,Yes,Travel_Rarely,Research & Development,11,Bachelor,Medical,1016,Very High,Female,Medium,Entry,Research Scientist,Low,2600,18275,15,Normal,Better,1
30,Yes,Travel_Frequently,Research & Development,5,Bachelor,Medical,1017,Medium,Female,High,Entry,Laboratory Technician,Medium,2422,25725,17,Normal,Better,3
26,No,Travel_Rarely,Research & Development,2,College,Medical,1018,Very High,Male,Very High,Junior,Manufacturing Director,Very High,5472,3334,12,Normal,Better,8
22,No,Travel_Rarely,Research & Development,8,Below College,Life Sciences,1019,Medium,Male,Low,Entry,Laboratory Technician,Low,2451,6881,15,Normal,Good,4
48,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1022,Low,Male,Medium,Junior,Healthcare Representative,High,4240,13119,13,Normal,Better,2
48,No,Travel_Rarely,Research & Development,4,Master,Life Sciences,1024,High,Male,Medium,Mid,Healthcare Representative,High,10999,22245,14,Normal,Better,15
41,No,Travel_Rarely,Research & Development,7,College,Medical,1025,Very High,Female,High,Junior,Manufacturing Director,High,5003,23371,14,Normal,Better,2
39,No,Travel_Rarely,Research & Development,1,Below College,Life Sciences,1026,Very High,Female,Medium,Senior,Manufacturing Director,Very High,12742,7060,16,Normal,Better,21
27,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1027,Low,Female,High,Junior,Manufacturing Director,Very High,4227,4658,18,Normal,Better,3
35,No,Travel_Rarely,Research & Development,10,Bachelor,Other,1028,Medium,Male,High,Entry,Laboratory Technician,Very High,3917,9541,20,Excellent,Good,3
42,No,Travel_Rarely,Sales,5,College,Marketing,1029,Very High,Male,High,Executive,Manager,High,18303,7770,13,Normal,Best,1
50,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1030,Low,Male,High,Entry,Laboratory Technician,Very High,2380,20165,18,Normal,Better,1
59,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1032,High,Female,Medium,Senior,Manufacturing Director,Very High,13726,21829,13,Normal,Better,5
37,Yes,Travel_Rarely,Research & Development,11,College,Medical,1033,Low,Female,Low,Junior,Healthcare Representative,Medium,4777,14382,15,Normal,Bad,1
55,No,Travel_Frequently,Research & Development,18,Master,Medical,1034,High,Male,High,Junior,Healthcare Representative,Medium,6385,12992,14,Normal,Better,8
41,No,Non-Travel,Research & Development,7,Below College,Life Sciences,1035,Medium,Female,Low,Executive,Research Director,High,19973,20284,22,Excellent,Better,21
38,No,Travel_Rarely,Sales,3,Master,Life Sciences,1036,Medium,Male,High,Junior,Sales Executive,Very High,6861,4981,12,Normal,Better,1
26,Yes,Non-Travel,Sales,29,College,Medical,1037,Medium,Male,Low,Junior,Sales Executive,Low,4969,21813,18,Normal,Better,2
52,Yes,Travel_Rarely,Sales,2,Below College,Marketing,1038,Low,Female,Low,Executive,Manager,Very High,19845,25846,15,Normal,Better,32
44,No,Travel_Rarely,Sales,28,Bachelor,Medical,1039,Very High,Female,Very High,Senior,Sales Executive,Very High,13320,11737,18,Normal,Better,12
50,No,Non-Travel,Sales,1,Bachelor,Life Sciences,1040,Very High,Female,High,Junior,Sales Executive,High,6347,24920,12,Normal,Better,18
36,Yes,Travel_Rarely,Research & Development,16,Master,Life Sciences,1042,High,Female,Very High,Entry,Laboratory Technician,Low,2743,8269,16,Normal,Better,17
39,No,Travel_Frequently,Research & Development,22,Bachelor,Medical,1043,Very High,Female,High,Mid,Manufacturing Director,Low,10880,5083,13,Normal,Better,21
33,No,Non-Travel,Sales,8,Below College,Life Sciences,1044,Medium,Female,Medium,Entry,Sales Representative,Very High,2342,21437,19,Normal,Good,2
45,No,Travel_Rarely,Sales,11,College,Life Sciences,1045,Very High,Female,High,Senior,Manager,Very High,17650,5404,13,Normal,Best,9
32,No,Non-Travel,Research & Development,29,Master,Medical,1046,Very High,Female,High,Entry,Laboratory Technician,High,4025,11135,12,Normal,Better,8
34,No,Travel_Rarely,Sales,1,Master,Marketing,1047,Medium,Male,Very High,Junior,Sales Executive,Very High,9725,12278,11,Normal,Good,15
59,No,Travel_Rarely,Sales,1,College,Technical Degree,1048,Medium,Male,High,Mid,Manager,Very High,11904,11038,14,Normal,Bad,6
45,No,Travel_Rarely,Human Resources,24,Master,Medical,1049,Medium,Male,High,Entry,Human Resources,Medium,2177,8318,16,Normal,Better,6
53,No,Travel_Frequently,Sales,2,Bachelor,Marketing,1050,High,Female,Medium,Mid,Sales Executive,Medium,7525,23537,12,Normal,Better,15
36,Yes,Travel_Rarely,Research & Development,15,Bachelor,Other,1052,Low,Male,High,Junior,Laboratory Technician,High,4834,7858,14,Normal,Good,1
26,Yes,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1053,Low,Male,High,Entry,Research Scientist,Low,2042,15346,14,Normal,Better,3
34,No,Travel_Rarely,Sales,10,Master,Life Sciences,1055,High,Female,High,Entry,Sales Representative,High,2220,18410,19,Normal,Better,1
28,No,Travel_Rarely,Sales,10,Below College,Medical,1056,Very High,Male,High,Entry,Sales Representative,Medium,1052,23384,22,Excellent,Better,1
38,No,Travel_Frequently,Research & Development,3,Master,Other,1060,High,Male,High,Entry,Research Scientist,High,2821,2997,16,Normal,Better,2
50,No,Travel_Rarely,Research & Development,2,Master,Medical,1061,Medium,Male,High,Executive,Research Director,High,19237,12853,11,Normal,Good,8
37,No,Travel_Rarely,Research & Development,3,Bachelor,Other,1062,Very High,Female,High,Junior,Healthcare Representative,Medium,4107,13848,15,Normal,Good,4
40,No,Travel_Rarely,Sales,26,Bachelor,Marketing,1066,High,Male,High,Junior,Sales Executive,Low,8396,22217,14,Normal,Good,7
26,No,Travel_Frequently,Research & Development,1,Below College,Medical,1068,Low,Female,Medium,Entry,Research Scientist,High,2007,25265,13,Normal,Better,5
46,No,Travel_Rarely,Research & Development,1,Master,Medical,1069,Very High,Male,High,Executive,Research Director,Very High,19627,21445,17,Normal,Better,2
54,No,Travel_Rarely,Sales,2,Master,Life Sciences,1070,High,Female,Medium,Mid,Sales Executive,High,10686,8392,11,Normal,Better,9
56,No,Travel_Frequently,Research & Development,9,Bachelor,Medical,1071,Low,Female,High,Entry,Research Scientist,High,2942,12154,19,Normal,Better,5
36,No,Travel_Rarely,Research & Development,12,Doctor,Medical,1073,Very High,Female,Medium,Mid,Manufacturing Director,Very High,8858,15669,11,Normal,Good,14
55,No,Non-Travel,Research & Development,2,Below College,Medical,1074,High,Male,Medium,Senior,Manager,Low,16756,17323,15,Normal,Best,9
43,No,Travel_Rarely,Sales,25,Bachelor,Medical,1076,High,Male,Medium,Mid,Sales Executive,Very High,10798,5268,13,Normal,Better,1
20,Yes,Travel_Frequently,Sales,9,Bachelor,Marketing,1077,Very High,Female,High,Entry,Sales Representative,Very High,2323,17205,14,Normal,Better,2
21,Yes,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1079,High,Female,Medium,Entry,Laboratory Technician,Low,1416,17258,13,Normal,Good,1
46,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,1080,Very High,Female,Medium,Junior,Research Scientist,Low,4615,21029,23,Excellent,Better,16
51,Yes,Travel_Rarely,Research & Development,4,Master,Life Sciences,1081,Low,Male,High,Entry,Research Scientist,High,2461,10332,12,Normal,Best,10
28,Yes,Non-Travel,Research & Development,24,College,Technical Degree,1082,Medium,Male,Medium,Mid,Healthcare Representative,Low,8722,12355,12,Normal,Good,10
26,No,Travel_Rarely,Research & Development,1,College,Medical,1083,Low,Male,Medium,Entry,Laboratory Technician,Low,3955,11141,16,Normal,Better,5
30,No,Travel_Rarely,Research & Development,20,Bachelor,Other,1084,High,Male,High,Junior,Manufacturing Director,Low,9957,9096,15,Normal,Good,6
41,No,Travel_Rarely,Research & Development,7,College,Technical Degree,1085,Medium,Female,Very High,Entry,Research Scientist,High,3376,18863,13,Normal,Better,10
38,No,Travel_Rarely,Research & Development,17,Below College,Life Sciences,1088,High,Female,Medium,Mid,Healthcare Representative,High,8823,24608,18,Normal,Good,19
40,No,Travel_Rarely,Research & Development,20,Master,Technical Degree,1092,Low,Male,High,Mid,Healthcare Representative,Very High,10322,26542,20,Excellent,Better,11
27,No,Non-Travel,Research & Development,8,Doctor,Life Sciences,1094,Low,Male,Low,Entry,Laboratory Technician,High,4621,5869,19,Normal,Better,3
55,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1096,Very High,Male,High,Mid,Manufacturing Director,Medium,10976,15813,18,Normal,Better,3
28,No,Travel_Rarely,Research & Development,10,Bachelor,Other,1097,High,Female,High,Junior,Research Scientist,High,3660,7909,13,Normal,Best,8
44,Yes,Travel_Rarely,Human Resources,1,College,Medical,1098,Medium,Male,Medium,Mid,Human Resources,Low,10482,2326,14,Normal,Better,20
33,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,1099,Very High,Male,Medium,Mid,Healthcare Representative,Very High,7119,21214,15,Normal,Better,3
35,Yes,Travel_Rarely,Sales,4,Bachelor,Technical Degree,1100,Very High,Male,High,Mid,Sales Executive,Low,9582,10333,22,Excellent,Better,8
33,Yes,Travel_Frequently,Research & Development,29,Master,Medical,1101,Low,Female,Medium,Junior,Research Scientist,High,4508,3129,22,Excellent,Better,13
28,No,Travel_Rarely,Research & Development,15,College,Life Sciences,1102,Low,Male,High,Entry,Laboratory Technician,High,2207,22482,16,Normal,Good,4
34,No,Travel_Frequently,Research & Development,3,Below College,Life Sciences,1103,Low,Male,High,Junior,Healthcare Representative,Very High,7756,22266,17,Normal,Good,6
37,No,Travel_Rarely,Sales,10,Master,Life Sciences,1105,Very High,Female,Medium,Junior,Sales Executive,Very High,6694,24223,14,Normal,Better,1
25,Yes,Travel_Rarely,Research & Development,4,Below College,Technical Degree,1106,Very High,Male,High,Entry,Laboratory Technician,Very High,3691,4605,15,Normal,Best,7
26,Yes,Travel_Rarely,Research & Development,21,Bachelor,Medical,1107,Low,Male,High,Entry,Laboratory Technician,High,2377,19373,20,Excellent,Good,1
33,Yes,Travel_Rarely,Research & Development,25,Bachelor,Medical,1108,Low,Male,Medium,Entry,Research Scientist,Medium,2313,2993,20,Excellent,Better,2
42,No,Travel_Rarely,Research & Development,2,College,Medical,1109,Very High,Male,High,Senior,Manager,Low,17665,14399,17,Normal,Better,22
28,Yes,Travel_Frequently,Research & Development,1,Bachelor,Medical,1111,Low,Male,Medium,Entry,Laboratory Technician,Medium,2596,7160,15,Normal,Better,1
50,Yes,Travel_Frequently,Sales,1,Master,Other,1113,Very High,Male,High,Junior,Sales Executive,High,4728,17251,14,Normal,Better,0
33,No,Travel_Frequently,Sales,7,Bachelor,Life Sciences,1114,Very High,Female,High,Junior,Sales Executive,Medium,4302,13401,17,Normal,Better,3
34,No,Non-Travel,Research & Development,3,Master,Life Sciences,1115,High,Male,Medium,Entry,Research Scientist,Very High,2979,22478,17,Normal,Better,0
48,No,Non-Travel,Research & Development,1,Master,Medical,1116,Low,Male,Very High,Senior,Manager,Very High,16885,16154,22,Excellent,Good,5
45,No,Non-Travel,Sales,9,Master,Life Sciences,1117,Medium,Female,Medium,Junior,Sales Executive,High,5593,17970,13,Normal,Better,15
52,No,Travel_Rarely,Research & Development,7,Master,Life Sciences,1118,Medium,Male,High,Mid,Healthcare Representative,Medium,10445,15322,19,Normal,Better,8
38,No,Travel_Rarely,Sales,10,Master,Marketing,1119,High,Male,Medium,Mid,Sales Executive,High,8740,5569,14,Normal,Better,8
29,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,1120,High,Female,High,Entry,Research Scientist,Very High,2514,26968,22,Excellent,Better,7
28,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,1121,Very High,Female,High,Mid,Manufacturing Director,Medium,7655,8039,17,Normal,Good,9
46,No,Travel_Rarely,Sales,3,Below College,Marketing,1124,Low,Male,High,Senior,Manager,High,17465,15596,12,Normal,Better,12
38,No,Travel_Rarely,Sales,2,College,Marketing,1125,Very High,Male,High,Mid,Sales Executive,Medium,7351,20619,16,Normal,Better,1
43,No,Travel_Frequently,Research & Development,27,Bachelor,Life Sciences,1126,High,Female,High,Mid,Manufacturing Director,Low,10820,11535,11,Normal,Better,8
39,Yes,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1127,Low,Male,High,Senior,Healthcare Representative,Very High,12169,13547,11,Normal,Better,18
40,No,Travel_Rarely,Research & Development,14,Bachelor,Medical,1128,High,Male,Medium,Executive,Research Director,High,19626,17544,14,Normal,Best,20
21,No,Travel_Rarely,Research & Development,1,Below College,Technical Degree,1131,Very High,Female,Medium,Entry,Research Scientist,Medium,2070,25326,11,Normal,Best,2
39,No,Non-Travel,Research & Development,9,Bachelor,Life Sciences,1132,High,Male,High,Junior,Laboratory Technician,Medium,6782,8770,15,Normal,Good,5
36,No,Non-Travel,Research & Development,18,Master,Life Sciences,1133,Low,Male,High,Junior,Manufacturing Director,Very High,7779,23238,20,Excellent,Better,11
31,No,Travel_Frequently,Sales,20,Bachelor,Life Sciences,1135,High,Male,Very High,Entry,Sales Representative,Very High,2791,21981,12,Normal,Better,2
28,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,1136,Low,Male,Medium,Entry,Research Scientist,Medium,3201,19911,17,Normal,Bad,5
35,No,Travel_Frequently,Sales,11,College,Marketing,1137,Very High,Male,High,Junior,Sales Executive,Very High,4968,18500,11,Normal,Better,5
49,No,Travel_Rarely,Sales,8,Master,Technical Degree,1138,Very High,Male,Medium,Senior,Sales Executive,Medium,13120,11879,17,Normal,Better,9
34,No,Travel_Frequently,Research & Development,2,College,Life Sciences,1140,Very High,Male,High,Junior,Manufacturing Director,High,4033,15834,11,Normal,Good,3
29,No,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,1143,Very High,Female,High,Entry,Research Scientist,Medium,3291,17940,14,Normal,Good,7
42,No,Travel_Rarely,Research & Development,29,Bachelor,Medical,1148,Medium,Male,Low,Junior,Laboratory Technician,Very High,4272,9558,19,Normal,Better,1
29,No,Travel_Rarely,Research & Development,8,Below College,Medical,1150,Medium,Male,Medium,Junior,Manufacturing Director,Very High,5056,17689,15,Normal,Good,10
38,No,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,1152,High,Male,Very High,Entry,Human Resources,High,2844,6004,13,Normal,Best,7
28,No,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,1154,High,Male,Medium,Entry,Research Scientist,High,2703,22088,14,Normal,Better,3
18,Yes,Non-Travel,Research & Development,8,Below College,Medical,1156,High,Male,High,Entry,Laboratory Technician,High,1904,13556,12,Normal,Better,0
33,Yes,Travel_Rarely,Sales,9,Master,Marketing,1157,Low,Female,High,Junior,Sales Executive,Low,8224,18385,17,Normal,Better,5
41,No,Travel_Rarely,Research & Development,12,Master,Life Sciences,1158,Medium,Male,High,Entry,Laboratory Technician,Very High,4766,9051,11,Normal,Better,1
31,Yes,Travel_Frequently,Research & Development,15,Bachelor,Medical,1160,High,Male,High,Entry,Laboratory Technician,High,2610,6233,12,Normal,Good,2
37,No,Travel_Rarely,Research & Development,25,College,Medical,1161,High,Female,Medium,Junior,Healthcare Representative,Very High,5731,17171,13,Normal,Better,6
27,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1162,Very High,Male,Medium,Entry,Research Scientist,High,2539,7950,13,Normal,Better,4
34,No,Travel_Rarely,Sales,9,Below College,Life Sciences,1163,Medium,Female,High,Junior,Sales Executive,High,5714,5829,20,Excellent,Good,6
35,No,Travel_Rarely,Human Resources,8,Master,Technical Degree,1164,High,Male,High,Entry,Human Resources,High,4323,7108,17,Normal,Bad,5
29,Yes,Travel_Rarely,Sales,23,Below College,Life Sciences,1165,Very High,Female,Medium,Mid,Sales Executive,Low,7336,11162,13,Normal,Bad,11
40,No,Travel_Frequently,Research & Development,9,Master,Medical,1166,Medium,Female,High,Mid,Research Director,High,13499,13782,17,Normal,Good,18
42,Yes,Travel_Frequently,Sales,12,Bachelor,Life Sciences,1167,High,Male,High,Senior,Sales Executive,Low,13758,2447,12,Normal,Good,21
42,No,Travel_Rarely,Sales,4,Master,Marketing,1171,Medium,Male,High,Junior,Sales Executive,Low,5155,2253,13,Normal,Best,6
35,No,Travel_Rarely,Research & Development,1,Master,Medical,1172,Very High,Male,Medium,Entry,Laboratory Technician,High,2258,16340,12,Normal,Better,8
24,No,Travel_Rarely,Research & Development,24,Bachelor,Medical,1173,Very High,Male,High,Entry,Laboratory Technician,Medium,3597,6409,22,Excellent,Better,4
28,Yes,Travel_Rarely,Research & Development,12,Below College,Life Sciences,1175,High,Female,High,Entry,Laboratory Technician,Very High,2515,22955,11,Normal,Good,1
26,No,Travel_Rarely,Research & Development,3,Master,Medical,1177,Low,Male,Very High,Entry,Laboratory Technician,Very High,4420,13421,22,Excellent,Better,8
30,No,Travel_Rarely,Sales,10,Bachelor,Marketing,1179,High,Male,Medium,Junior,Sales Executive,High,6578,2706,18,Normal,Better,10
40,No,Travel_Frequently,Research & Development,26,College,Medical,1180,High,Female,Medium,Junior,Research Scientist,Very High,4422,21203,13,Normal,Bad,1
35,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1182,High,Male,Medium,Mid,Manufacturing Director,Medium,10274,19588,18,Normal,Best,7
34,No,Travel_Frequently,Research & Development,1,Bachelor,Medical,1184,Very High,Male,Medium,Junior,Healthcare Representative,Low,5343,25755,20,Excellent,Better,13
35,No,Travel_Frequently,Research & Development,4,Master,Other,1185,Very High,Male,Medium,Entry,Laboratory Technician,Very High,2376,26537,13,Normal,Best,2
43,Yes,Travel_Rarely,Sales,9,Bachelor,Marketing,1188,Low,Female,Low,Junior,Sales Executive,High,5346,9489,13,Normal,Good,4
32,No,Non-Travel,Sales,2,Below College,Life Sciences,1190,High,Female,High,Entry,Sales Representative,Low,2827,14947,12,Normal,Better,1
56,No,Travel_Rarely,Research & Development,4,Master,Technical Degree,1191,Very High,Female,High,Executive,Manager,Low,19943,18575,13,Normal,Better,5
29,No,Travel_Rarely,Research & Development,6,Below College,Medical,1192,Medium,Female,High,Entry,Laboratory Technician,Very High,3131,26342,13,Normal,Better,10
19,No,Travel_Rarely,Research & Development,9,College,Life Sciences,1193,High,Male,High,Entry,Research Scientist,Low,2552,7172,25,Excellent,Better,1
45,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1195,Low,Female,High,Entry,Research Scientist,High,4477,20100,19,Normal,Good,3
37,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1196,Very High,Female,Medium,Junior,Manufacturing Director,Very High,6474,9961,13,Normal,Good,14
20,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1198,Low,Male,Medium,Entry,Laboratory Technician,High,3033,12828,12,Normal,Good,2
44,Yes,Travel_Rarely,Research & Development,10,Master,Life Sciences,1200,High,Male,High,Entry,Research Scientist,High,2936,10826,11,Normal,Better,6
53,No,Travel_Rarely,Research & Development,7,College,Medical,1201,Very High,Female,High,Executive,Manager,High,18606,18640,18,Normal,Better,7
29,No,Travel_Rarely,Research & Development,15,Below College,Life Sciences,1202,Medium,Female,Low,Entry,Research Scientist,Very High,2168,26933,18,Normal,Good,5
22,Yes,Travel_Frequently,Research & Development,3,Master,Life Sciences,1203,High,Male,Medium,Entry,Research Scientist,Very High,2853,4223,11,Normal,Better,0
46,No,Travel_Rarely,Sales,2,Bachelor,Marketing,1204,High,Female,High,Senior,Manager,Low,17048,24097,23,Excellent,Better,26
44,No,Non-Travel,Research & Development,17,Bachelor,Life Sciences,1206,Very High,Male,Low,Entry,Research Scientist,High,2290,4279,13,Normal,Better,0
33,No,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,1207,Medium,Male,High,Entry,Human Resources,High,3600,8429,13,Normal,Better,5
41,Yes,Non-Travel,Research & Development,5,College,Life Sciences,1210,Low,Male,Medium,Entry,Research Scientist,Low,2107,20293,17,Normal,Bad,1
30,No,Travel_Rarely,Sales,29,Master,Life Sciences,1211,High,Male,High,Junior,Sales Executive,Low,4115,13192,19,Normal,Better,4
40,No,Travel_Frequently,Sales,2,Master,Medical,1212,Medium,Male,High,Junior,Sales Executive,Medium,4327,25440,12,Normal,Better,0
50,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,1215,Very High,Female,High,Senior,Manager,Low,17856,9490,22,Excellent,Better,2
28,No,Travel_Rarely,Research & Development,19,Master,Medical,1216,Very High,Male,Medium,Entry,Laboratory Technician,Low,3196,12449,12,Normal,Better,6
46,No,Travel_Rarely,Research & Development,15,College,Life Sciences,1217,Very High,Male,High,Executive,Research Director,Medium,19081,10849,11,Normal,Better,4
35,No,Travel_Rarely,Sales,17,Master,Life Sciences,1218,High,Male,High,Junior,Sales Executive,Low,8966,21026,15,Normal,Better,7
24,Yes,Travel_Rarely,Research & Development,17,College,Life Sciences,1219,Very High,Female,High,Entry,Laboratory Technician,Medium,2210,3372,13,Normal,Bad,1
33,No,Travel_Frequently,Sales,25,Bachelor,Medical,1220,Medium,Female,High,Junior,Sales Executive,High,4539,4905,12,Normal,Good,10
36,No,Travel_Rarely,Research & Development,6,Master,Life Sciences,1221,High,Male,Low,Entry,Laboratory Technician,High,2741,6865,14,Normal,Better,7
30,No,Travel_Rarely,Research & Development,7,Master,Life Sciences,1224,High,Male,High,Junior,Laboratory Technician,High,3491,11309,13,Normal,Good,10
44,No,Travel_Rarely,Research & Development,29,Master,Other,1225,Very High,Male,High,Junior,Research Scientist,Very High,4541,7744,25,Excellent,Better,20
20,No,Travel_Rarely,Sales,21,Bachelor,Marketing,1226,High,Male,Very High,Entry,Sales Representative,Very High,2678,5050,17,Normal,Better,2
46,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,1228,Very High,Male,High,Junior,Manufacturing Director,Very High,7379,17433,11,Normal,Good,6
42,No,Non-Travel,Human Resources,2,Doctor,Medical,1231,Very High,Male,Very High,Junior,Human Resources,Low,6272,12858,16,Normal,Best,4
60,No,Travel_Rarely,Sales,7,Master,Marketing,1233,Medium,Male,Very High,Junior,Sales Executive,Very High,5220,10893,18,Normal,Better,11
32,No,Travel_Frequently,Research & Development,13,Bachelor,Other,1234,High,Female,Medium,Entry,Laboratory Technician,Medium,2743,7331,20,Excellent,Better,2
32,No,Travel_Frequently,Research & Development,2,College,Life Sciences,1235,Very High,Female,High,Junior,Research Scientist,High,4998,2338,14,Normal,Better,8
36,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1237,High,Female,Low,Mid,Manufacturing Director,Low,10252,4235,21,Excellent,Better,7
33,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,1238,Low,Male,High,Entry,Research Scientist,Very High,2781,6311,13,Normal,Better,14
40,No,Travel_Rarely,Sales,10,Bachelor,Technical Degree,1239,Medium,Female,Medium,Junior,Sales Executive,Medium,6852,11591,12,Normal,Best,5
25,No,Travel_Rarely,Sales,10,Master,Life Sciences,1240,High,Male,High,Junior,Sales Executive,Very High,4950,20623,14,Normal,Better,4
30,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1241,Very High,Male,High,Entry,Research Scientist,Medium,3579,9369,21,Excellent,Better,11
42,No,Travel_Frequently,Research & Development,26,Doctor,Medical,1242,Low,Female,High,Mid,Research Director,Low,13191,23281,17,Normal,Better,1
35,No,Non-Travel,Sales,8,College,Marketing,1243,High,Female,Medium,Mid,Sales Executive,Very High,10377,13755,11,Normal,Good,13
27,No,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,1244,Low,Male,High,Entry,Research Scientist,Low,2235,14377,14,Normal,Good,9
54,No,Travel_Frequently,Research & Development,1,Master,Life Sciences,1245,Very High,Female,High,Mid,Manufacturing Director,High,10502,9659,17,Normal,Bad,5
44,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,1246,Low,Female,Very High,Entry,Research Scientist,Very High,2011,19982,13,Normal,Better,10
19,Yes,Non-Travel,Research & Development,10,Bachelor,Medical,1248,Low,Female,Medium,Entry,Research Scientist,Medium,1859,6148,25,Excellent,Best,1
29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1249,Low,Female,High,Entry,Research Scientist,Very High,3760,5598,15,Normal,Better,3
54,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1250,Very High,Male,High,Senior,Research Director,Very High,17779,23474,14,Normal,Better,10
31,No,Travel_Rarely,Research & Development,11,College,Medical,1251,High,Male,High,Junior,Healthcare Representative,Low,6833,17089,12,Normal,Good,6
